Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:00,04:45,10h 45m,1139.0,2,4.4,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,06:30,11h 00m,1139.0,2,4.2,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:40,07:30,09h 50m,1234.0,1,4.2,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
Kashi Bus,Scania Multi-Axle AC Semi Sleeper (2+2),20:45,06:45,10h 00m,1079.0,2,4.0,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),17:30,04:15,10h 45m,1044.0,1,4.2,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi
PEPSU (Punjab) - 66665,Volvo AC Seater (2+2),14:00,19:00,05h 00m,711.0,2,4.2,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala
PEPSU (Punjab) - 66689,Volvo AC Seater (2+2),15:26,20:25,04h 59m,711.0,2,4.0,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala
PEPSU (Punjab) - 67140,AC Seater Hvac 2+2,16:00,21:30,05h 30m,454.0,3,2.3,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala
PEPSU (Punjab) - 66667,Volvo AC Seater (2+2),17:30,22:30,05h 00m,711.0,3,4.3,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala
PEPSU (Punjab) - 67103,AC Seater Hvac 2+2,22:31,04:00,05h 29m,454.0,3,3.1,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala
Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),22:00,05:00,07h 00m,3850.0,3,4.0,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala
Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),16:30,23:30,07h 00m,3300.0,4,3.6,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala
Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:30,06:30,07h 00m,3300.0,4,3.6,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala
Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),19:30,02:30,07h 00m,3300.0,4,3.6,Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala
PEPSU (Punjab) - 67101,AC Seater Hvac 2+2,15:25,20:26,05h 01m,454.0,3,2.6,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi
PEPSU (Punjab) - 67142,Volvo AC Seater (2+2),16:00,22:40,06h 40m,826.0,3,4.0,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi
PEPSU (Punjab) - 67142,Volvo AC Seater (2+2),16:00,21:25,05h 25m,711.0,3,4.3,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi
PEPSU (Punjab) - 66687,Volvo AC Seater (2+2),18:10,00:19,06h 09m,711.0,3,4.0,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi
PEPSU (Punjab) - 67104,AC Seater Hvac 2+2,22:30,03:31,05h 01m,454.0,2,3.3,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi
Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),16:00,23:00,07h 00m,3300.0,3,3.6,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi
Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),16:00,23:00,07h 00m,3850.0,2,3.6,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi
Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),18:00,01:00,07h 00m,3300.0,1,3.6,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi
Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),20:00,03:00,07h 00m,3300.0,5,3.6,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi
Indo Canadian Transport Company,A/C Sleeper (2+1),22:00,05:00,07h 00m,3850.0,3,5.0,Patiala to Delhi,https://www.redbus.in/bus-tickets/patiala-to-delhi
PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),15:50,23:40,07h 50m,997.0,3,3.7,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),17:40,23:40,06h 00m,873.0,3,2.9,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:00,04:50,07h 50m,997.0,3,3.0,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:50,04:50,07h 00m,873.0,3,4.0,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),23:58,07:58,08h 00m,997.0,3,4.4,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,05:25,05h 55m,809.0,2,4.7,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,05:00,06h 40m,636.0,2,4.4,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,06:30,07h 00m,823.0,1,4.6,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
Laxmi holidays,VE A/C Sleeper (2+1),23:00,05:30,06h 30m,725.0,1,4.5,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,06:40,07h 00m,820.0,1,4.5,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,03:50,07h 20m,699.0,2,4.4,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:15,06:15,08h 00m,819.0,2,4.4,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,05:15,06h 45m,746.0,2,4.9,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),22:00,06:15,08h 15m,3850.0,3,5.0,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,03:00,07h 00m,847.0,6,4.6,Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana
PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),19:50,03:25,07h 35m,873.0,2,4.0,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),19:50,04:05,08h 15m,997.0,2,4.7,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,02:49,05h 59m,873.0,3,4.5,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,04:50,08h 00m,997.0,3,4.3,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,03:49,05h 59m,873.0,2,3.9,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,05:50,08h 00m,997.0,2,4.2,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,04:18,05h 51m,520.0,1,4.5,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
NueGo,Electric A/C Seater (2+2),23:30,05:05,05h 35m,612.0,2,4.0,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
New Navyug Travels,A/C Sleeper (2+1),23:00,05:30,06h 30m,608.0,2,4.3,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:20,04:30,06h 10m,689.0,1,4.6,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:55,06:45,06h 50m,670.0,6,4.5,Ludhiana to Delhi,https://www.redbus.in/bus-tickets/ludhiana-to-delhi
PEPSU (Punjab) - 67096,Volvo AC Seater (2+2),15:03,23:15,08h 12m,1045.0,2,2.9,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi
PEPSU (Punjab) - 67096,Volvo AC Seater (2+2),15:03,00:05,09h 02m,1169.0,2,3.7,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi
PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),18:10,03:25,09h 15m,1045.0,2,4.4,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi
PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),18:10,04:05,09h 55m,1169.0,2,4.3,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi
PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:10,03:50,08h 40m,1045.0,3,3.8,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi
PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:10,04:50,09h 40m,1169.0,3,4.1,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:05,04:45,07h 40m,554.0,1,4.6,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi
Yolo Bus,VE A/C Seater / Sleeper (2+1),21:11,04:18,07h 07m,520.0,1,4.5,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:35,06:40,08h 05m,744.0,1,4.6,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:35,06:20,07h 45m,490.0,1,4.4,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:55,07:30,07h 35m,698.0,1,4.5,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi
PEPSU (Punjab) - 66665,Volvo AC Seater (2+2),14:00,19:00,05h 00m,711.0,2,4.2,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala
PEPSU (Punjab) - 66689,Volvo AC Seater (2+2),15:26,20:25,04h 59m,711.0,2,4.0,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala
PEPSU (Punjab) - 67140,AC Seater Hvac 2+2,16:00,21:30,05h 30m,454.0,3,2.3,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala
PEPSU (Punjab) - 66667,Volvo AC Seater (2+2),17:30,22:30,05h 00m,711.0,3,4.3,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala
PEPSU (Punjab) - 67103,AC Seater Hvac 2+2,22:31,04:00,05h 29m,454.0,3,3.1,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala
Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),16:30,23:30,07h 00m,3300.0,4,3.6,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala
Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),19:30,02:30,07h 00m,3300.0,4,3.6,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala
Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),22:00,05:00,07h 00m,3850.0,3,4.0,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala
Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:30,06:30,07h 00m,3300.0,4,3.6,Delhi Airport to Patiala,https://www.redbus.in/bus-tickets/delhi-airport-to-patiala
PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),19:50,03:25,07h 35m,873.0,2,4.0,Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport
PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),19:50,04:05,08h 15m,997.0,2,4.7,Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport
PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,02:49,05h 59m,873.0,3,4.5,Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport
PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,04:50,08h 00m,997.0,3,4.3,Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport
PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,05:50,08h 00m,997.0,2,4.2,Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport
PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,03:49,05h 59m,873.0,2,3.9,Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport
Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,04:18,05h 51m,520.0,1,4.5,Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:55,04:40,05h 45m,1319.0,1,4.8,Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:50,06:40,06h 50m,850.0,1,4.5,Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:55,06:45,06h 50m,705.0,6,4.5,Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:20,04:30,06h 10m,689.0,1,4.6,Ludhiana to Delhi Airport,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport
PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),15:50,23:40,07h 50m,997.0,3,3.7,Delhi Airport to Ludhiana,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana
PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),17:40,23:40,06h 00m,873.0,3,2.9,Delhi Airport to Ludhiana,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana
PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:00,04:50,07h 50m,997.0,3,3.0,Delhi Airport to Ludhiana,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana
PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:50,04:50,07h 00m,873.0,3,4.0,Delhi Airport to Ludhiana,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana
PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),23:58,07:58,08h 00m,997.0,3,4.4,Delhi Airport to Ludhiana,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,06:30,07h 00m,866.0,1,4.6,Delhi Airport to Ludhiana,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,06:40,07h 00m,863.0,1,4.5,Delhi Airport to Ludhiana,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,05:00,06h 40m,676.0,2,4.4,Delhi Airport to Ludhiana,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,03:50,07h 20m,699.0,2,4.4,Delhi Airport to Ludhiana,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana
Laxmi holidays,VE A/C Sleeper (2+1),23:00,05:30,06h 30m,763.0,1,4.5,Delhi Airport to Ludhiana,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana
PEPSU (Punjab) - 67096,Volvo AC Seater (2+2),15:03,23:15,08h 12m,1045.0,2,2.9,Jalandhar to Delhi Airport,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport
PEPSU (Punjab) - 67096,Volvo AC Seater (2+2),15:03,00:05,09h 02m,1169.0,2,3.7,Jalandhar to Delhi Airport,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport
PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),18:10,03:25,09h 15m,1045.0,2,4.4,Jalandhar to Delhi Airport,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport
PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),18:10,04:05,09h 55m,1169.0,2,4.3,Jalandhar to Delhi Airport,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport
PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:10,03:50,08h 40m,1045.0,3,3.8,Jalandhar to Delhi Airport,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport
PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:10,04:50,09h 40m,1169.0,3,4.1,Jalandhar to Delhi Airport,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:05,04:45,07h 40m,583.0,1,4.6,Jalandhar to Delhi Airport,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport
Yolo Bus,VE A/C Seater / Sleeper (2+1),21:11,04:18,07h 07m,520.0,1,4.5,Jalandhar to Delhi Airport,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport
Yolo Bus,VE A/C Seater / Sleeper (2+1),23:26,06:16,06h 50m,500.0,1,4.5,Jalandhar to Delhi Airport,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:25,07:00,07h 35m,705.0,1,4.5,Jalandhar to Delhi Airport,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:05,06:45,07h 40m,705.0,6,4.7,Jalandhar to Delhi Airport,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport
RSRTC - 192831,Express Non AC Seater 2+3,15:00,21:00,06h 00m,285.0,4,1.5,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
RSRTC - 193271,Express Non AC Seater 2+3,19:30,02:00,06h 30m,294.0,3,4.2,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Shree Devnarayan Travels,Bharat Benz A/C Seater (2+1),17:00,21:30,04h 30m,599.0,1,4.5,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
M R Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:10,21:55,04h 45m,485.0,3,4.4,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Jakhar Travels,A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,457.0,1,4.0,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),21:30,04:30,07h 00m,460.0,3,4.3,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Jain travels regd,A/C Seater / Sleeper (2+1),13:45,19:45,06h 00m,600.0,1,3.4,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,22:00,04:00,06h 00m,350.0,2,3.6,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,22:15,04:30,06h 15m,360.0,2,3.2,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,16:00,22:00,06h 00m,350.0,4,2.9,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Ravi Travels,Non A/C Seater / Sleeper (2+1),23:00,05:45,06h 45m,400.0,2,2.5,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
Raj Travel,Bharat Benz A/C Seater (2+1),17:30,23:00,05h 30m,459.0,2,3.7,Udaipur to Jodhpur,https://www.redbus.in/bus-tickets/udaipur-to-jodhpur
RSRTC - 188046,Express Non AC Seater 2+3,14:15,19:00,04h 45m,229.0,4,1.0,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 167049,Express Non AC Seater 2+3,14:30,19:15,04h 45m,229.0,4,2.4,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 146140,Super Luxury Volvo AC Seater Pushback 2+2,14:46,18:48,04h 02m,460.0,1,3.6,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 169078,NON AC Seater / Sleeper 2+1,15:00,19:30,04h 30m,302.0,3,4.0,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 190572,Express Non AC Seater 2+3,16:15,21:00,04h 45m,229.0,4,4.1,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 194178,Super Luxury Volvo AC Seater Pushback 2+2,16:30,20:30,04h 00m,460.0,3,4.1,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 160785,Super Luxury Volvo AC Seater Pushback 2+2,17:30,21:30,04h 00m,460.0,3,3.5,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 190951,Express Non AC Seater 2+3,18:00,22:30,04h 30m,229.0,4,3.1,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 193481,Express Non AC Seater 2+3,18:30,23:00,04h 30m,229.0,4,3.8,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 176394,Super Luxury Volvo AC Seater Pushback 2+2,20:00,23:45,03h 45m,460.0,3,4.2,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 189473,NON AC Seater / Sleeper 2+1,21:00,01:30,04h 30m,302.0,3,4.3,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 192299,Super Luxury Volvo AC Seater Pushback 2+2,23:00,02:45,03h 45m,458.0,3,4.6,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 189583,NON AC Seater / Sleeper 2+1,23:59,03:45,03h 46m,302.0,3,4.6,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Jain travels regd,A/C Seater / Sleeper (2+1),14:00,18:00,04h 00m,430.0,3,4.4,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Jain travels regd,NON AC Seater / Sleeper 2+1,15:30,20:30,05h 00m,330.0,3,3.7,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Jain travels regd,NON AC Seater/ Sleeper (2+1),17:00,22:55,05h 55m,650.0,4,5.0,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
M R Travels,NON A/C Seater/ Sleeper (2+1),18:30,23:40,05h 10m,495.0,3,3.6,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
M R Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),19:30,23:50,04h 20m,1530.0,1,5.0,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 143156,Super Luxury Volvo AC Seater Pushback 2+2,14:30,20:45,06h 15m,740.0,2,2.4,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 168081,Express Non AC Seater 2+3,14:30,22:15,07h 45m,363.0,4,2.4,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 196128,Express Non AC Seater 2+3,16:20,00:00,07h 40m,363.0,4,3.1,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 196130,Express Non AC Seater 2+3,16:20,00:00,07h 40m,363.0,4,3.1,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 188525,Super Luxury Volvo AC Seater Pushback 2+2,16:30,22:45,06h 15m,740.0,3,3.5,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 157451,Super Luxury Volvo AC Seater Pushback 2+2,17:30,23:45,06h 15m,740.0,2,3.5,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 189582,NON AC Seater / Sleeper 2+1,20:01,03:30,07h 29m,448.0,2,5.0,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 190961,NON AC Seater / Sleeper 2+1,20:40,04:40,08h 00m,448.0,3,4.3,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 163517,Express Non AC Seater 2+3,21:05,05:00,07h 55m,356.0,4,1.0,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 178948,Super Luxury Volvo AC Seater Pushback 2+2,22:31,04:45,06h 14m,740.0,3,4.1,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 196527,NON AC Seater / Sleeper 2+1,23:20,00:00,00h 40m,448.0,3,3.1,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
RSRTC - 170972,Super Luxury Volvo AC Seater Pushback 2+2,23:59,06:15,06h 16m,740.0,3,3.5,Jaipur (Rajasthan) to Jodhpur,https://www.redbus.in/bus-tickets/jaipur-to-jodhpur
